Order_ID,Customer_ID,Restaurant_ID,Order_Date,Order_Time,Items,Total_Amount,Status
ORD02106,CUST008,REST005,2023-03-17,22:41:00,Sushi,39.83,Delivered
ORD02107,CUST003,REST009,2023-03-18,00:47:00,Noodles,29.01,Not Delivered
ORD02108,CUST014,REST004,2023-03-18,01:53:00,Tacos,73.38,Delivered
ORD02109,CUST020,REST025,2023-03-18,04:05:00,Salad,71.43,Delivered
ORD02110,CUST014,REST001,2023-03-18,06:21:00,Biryani,82.9,Delivered
ORD02111,CUST016,REST013,2023-03-18,06:26:00,Sushi,62.84,Delivered
ORD02112,CUST005,REST012,2023-03-18,07:13:00,Biryani,12.34,Not Delivered
ORD02113,CUST009,REST012,2023-03-18,07:26:00,Noodles,5.92,Delivered
ORD02114,CUST021,REST013,2023-03-18,07:35:00,Salad,8.57,Delivered
ORD02115,CUST017,REST022,2023-03-18,07:56:00,Pasta,80.8,Not Delivered
ORD02116,CUST013,REST020,2023-03-18,08:00:00,Pizza,10.07,Not Delivered
ORD02117,CUST017,REST003,2023-03-18,09:39:00,Salad,68.9,Delivered
ORD02118,CUST014,REST005,2023-03-18,09:42:00,Salad,69.09,Not Delivered
ORD02119,CUST024,REST023,2023-03-18,09:53:00,Burger,38.25,Delivered
ORD02120,CUST002,REST004,2023-03-18,10:08:00,Biryani,69.69,Not Delivered
ORD02121,CUST013,REST017,2023-03-18,11:02:00,Tacos,35.82,Not Delivered
ORD02122,CUST010,REST011,2023-03-18,11:18:00,Sushi,57.78,Delivered
ORD02123,CUST010,REST023,2023-03-18,11:50:00,Salad,44.16,Delivered
ORD02124,CUST002,REST020,2023-03-18,12:22:00,Biryani,64.56,Delivered
ORD02125,CUST018,REST001,2023-03-18,12:30:00,Pizza,87.68,Not Delivered
ORD02126,CUST020,REST014,2023-03-18,15:10:00,Salad,98.94,Not Delivered
ORD02127,CUST024,REST022,2023-03-18,16:53:00,Noodles,93.44,Not Delivered
ORD02128,CUST006,REST017,2023-03-18,16:56:00,Salad,55.66,Delivered
ORD02129,CUST017,REST019,2023-03-18,17:08:00,Pasta,98.47,Not Delivered
ORD02130,CUST001,REST014,2023-03-18,18:04:00,Biryani,29.51,Not Delivered
ORD02131,CUST022,REST007,2023-03-18,22:15:00,Noodles,43.15,Not Delivered
ORD02132,CUST004,REST002,2023-03-19,01:36:00,Pizza,28.05,Not Delivered
ORD02133,CUST015,REST015,2023-03-19,02:25:00,Salad,64.71,Delivered
ORD02134,CUST009,REST011,2023-03-19,02:28:00,Burger,85.11,Delivered
ORD02135,CUST008,REST024,2023-03-19,03:02:00,Salad,89.22,Delivered
ORD02136,CUST001,REST024,2023-03-19,03:17:00,Noodles,73.71,Not Delivered
ORD02137,CUST012,REST008,2023-03-19,03:53:00,Sushi,74.26,Not Delivered
ORD02138,CUST019,REST014,2023-03-19,05:45:00,Pizza,52.98,Delivered
ORD02139,CUST019,REST020,2023-03-19,06:41:00,Burger,15.95,Delivered
ORD02140,CUST009,REST004,2023-03-19,07:00:00,Pizza,97.43,Delivered
ORD02141,CUST005,REST001,2023-03-19,07:37:00,Burger,29.81,Delivered
ORD02142,CUST025,REST010,2023-03-19,09:06:00,Tacos,67.76,Delivered
ORD02143,CUST017,REST004,2023-03-19,09:27:00,Pizza,47.83,Not Delivered
ORD02144,CUST014,REST014,2023-03-19,11:02:00,Pizza,84.37,Delivered
ORD02145,CUST013,REST010,2023-03-19,11:13:00,Pizza,17.75,Not Delivered
ORD02146,CUST020,REST012,2023-03-19,11:38:00,Salad,26.34,Delivered
ORD02147,CUST011,REST006,2023-03-19,12:12:00,Pasta,22.58,Not Delivered
ORD02148,CUST004,REST002,2023-03-19,12:24:00,Salad,72.54,Not Delivered
ORD02149,CUST003,REST004,2023-03-19,14:14:00,Burger,25.08,Not Delivered
ORD02150,CUST022,REST022,2023-03-19,14:37:00,Pizza,86.03,Delivered
ORD02151,CUST016,REST017,2023-03-19,15:31:00,Burger,75.95,Not Delivered
ORD02152,CUST013,REST024,2023-03-19,15:45:00,Tacos,36.64,Not Delivered
ORD02153,CUST016,REST021,2023-03-19,16:03:00,Salad,21.76,Not Delivered
ORD02154,CUST005,REST024,2023-03-19,17:24:00,Sushi,12.63,Not Delivered
ORD02155,CUST006,REST010,2023-03-19,18:08:00,Tacos,40.49,Not Delivered
ORD02156,CUST024,REST014,2023-03-19,19:24:00,Pizza,15.07,Delivered
ORD02157,CUST002,REST024,2023-03-19,19:55:00,Sushi,95.78,Delivered
ORD02158,CUST019,REST009,2023-03-19,21:55:00,Biryani,81.63,Delivered
ORD02159,CUST017,REST020,2023-03-19,23:03:00,Tacos,62.71,Not Delivered
ORD02160,CUST012,REST024,2023-03-19,23:05:00,Burger,82.48,Delivered
ORD02161,CUST004,REST018,2023-03-20,01:46:00,Salad,99.93,Delivered
ORD02162,CUST015,REST012,2023-03-20,02:05:00,Pasta,82.65,Not Delivered
ORD02163,CUST016,REST020,2023-03-20,02:15:00,Noodles,41.2,Not Delivered
ORD02164,CUST014,REST011,2023-03-20,02:20:00,Pizza,69.03,Not Delivered
ORD02165,CUST014,REST021,2023-03-20,03:21:00,Salad,34.36,Not Delivered
ORD02166,CUST024,REST025,2023-03-20,03:34:00,Biryani,92.66,Not Delivered
ORD02167,CUST007,REST024,2023-03-20,04:52:00,Pasta,92.79,Not Delivered
ORD02168,CUST014,REST020,2023-03-20,04:59:00,Sushi,48.59,Delivered
ORD02169,CUST009,REST024,2023-03-20,06:02:00,Burger,5.91,Not Delivered
ORD02170,CUST007,REST004,2023-03-20,08:08:00,Tacos,64.33,Not Delivered
ORD02171,CUST021,REST007,2023-03-20,08:08:00,Salad,25.02,Not Delivered
ORD02172,CUST008,REST010,2023-03-20,09:10:00,Pasta,22.48,Not Delivered
ORD02173,CUST020,REST003,2023-03-20,09:57:00,Biryani,97.54,Not Delivered
ORD02174,CUST013,REST025,2023-03-20,10:21:00,Biryani,57.49,Not Delivered
ORD02175,CUST018,REST011,2023-03-20,10:25:00,Burger,28.23,Delivered
ORD02176,CUST017,REST003,2023-03-20,10:53:00,Sushi,15.94,Delivered
ORD02177,CUST003,REST011,2023-03-20,13:31:00,Pasta,29.61,Not Delivered
ORD02178,CUST020,REST023,2023-03-20,14:56:00,Biryani,96.78,Delivered
ORD02179,CUST010,REST014,2023-03-20,15:14:00,Pasta,24.83,Delivered
ORD02180,CUST006,REST017,2023-03-20,15:33:00,Salad,13.19,Not Delivered
ORD02181,CUST010,REST006,2023-03-20,15:51:00,Tacos,99.34,Delivered
ORD02182,CUST009,REST016,2023-03-20,17:40:00,Sushi,11.07,Not Delivered
ORD02183,CUST011,REST002,2023-03-20,17:50:00,Pasta,62.51,Delivered
ORD02184,CUST012,REST016,2023-03-20,18:24:00,Tacos,53.58,Delivered
ORD02185,CUST012,REST013,2023-03-20,19:31:00,Noodles,20.61,Delivered
ORD02186,CUST015,REST018,2023-03-20,23:52:00,Burger,57.18,Delivered
ORD02187,CUST020,REST005,2023-03-21,00:30:00,Biryani,50.59,Not Delivered
ORD02188,CUST012,REST019,2023-03-21,00:44:00,Pasta,5.54,Delivered
ORD02189,CUST004,REST008,2023-03-21,01:07:00,Sushi,94.63,Delivered
ORD02190,CUST022,REST020,2023-03-21,01:26:00,Salad,51.43,Delivered
ORD02191,CUST013,REST022,2023-03-21,01:50:00,Tacos,90.85,Delivered
ORD02192,CUST012,REST014,2023-03-21,06:32:00,Noodles,34.48,Not Delivered
ORD02193,CUST025,REST017,2023-03-21,07:28:00,Sushi,68.12,Not Delivered
ORD02194,CUST025,REST007,2023-03-21,09:19:00,Burger,38.94,Delivered
ORD02195,CUST021,REST005,2023-03-21,09:49:00,Salad,25.57,Delivered
ORD02196,CUST008,REST017,2023-03-21,10:08:00,Pasta,66.92,Delivered
ORD02197,CUST004,REST017,2023-03-21,11:02:00,Tacos,80.71,Not Delivered
ORD02198,CUST008,REST009,2023-03-21,11:13:00,Pizza,66.06,Not Delivered
ORD02199,CUST025,REST002,2023-03-21,11:59:00,Burger,94.62,Not Delivered
ORD02200,CUST011,REST015,2023-03-21,12:23:00,Tacos,27.29,Not Delivered
ORD02201,CUST013,REST005,2023-03-21,12:46:00,Biryani,16.25,Delivered
ORD02202,CUST009,REST005,2023-03-21,14:13:00,Tacos,93.11,Delivered
ORD02203,CUST007,REST015,2023-03-21,14:15:00,Salad,28.79,Delivered
ORD02204,CUST014,REST013,2023-03-21,14:48:00,Sushi,98.68,Delivered
ORD02205,CUST002,REST014,2023-03-21,15:38:00,Tacos,29.7,Not Delivered
ORD02206,CUST012,REST006,2023-03-21,16:04:00,Sushi,47.51,Delivered
ORD02207,CUST003,REST025,2023-03-21,18:04:00,Burger,39.86,Not Delivered
ORD02208,CUST002,REST021,2023-03-21,18:40:00,Burger,13.35,Not Delivered
ORD02209,CUST018,REST025,2023-03-21,19:02:00,Pasta,31.13,Not Delivered
ORD02210,CUST019,REST024,2023-03-21,19:03:00,Biryani,75.21,Not Delivered
ORD02211,CUST006,REST022,2023-03-21,19:23:00,Pizza,62.44,Delivered
ORD02212,CUST014,REST004,2023-03-21,19:34:00,Tacos,62.74,Not Delivered
ORD02213,CUST010,REST011,2023-03-21,21:16:00,Noodles,43.26,Delivered
ORD02214,CUST022,REST009,2023-03-21,21:19:00,Noodles,56.83,Delivered
ORD02215,CUST019,REST015,2023-03-21,22:34:00,Biryani,98.06,Delivered
ORD02216,CUST024,REST016,2023-03-21,22:38:00,Sushi,49.26,Not Delivered
ORD02217,CUST019,REST012,2023-03-21,22:54:00,Sushi,60.59,Delivered
ORD02218,CUST025,REST001,2023-03-22,00:01:00,Pizza,6.03,Not Delivered
ORD02219,CUST023,REST004,2023-03-22,00:16:00,Sushi,53.58,Delivered
ORD02220,CUST025,REST022,2023-03-22,03:06:00,Pizza,68.14,Delivered
ORD02221,CUST002,REST016,2023-03-22,03:36:00,Tacos,59.52,Delivered
ORD02222,CUST009,REST022,2023-03-22,03:57:00,Burger,35.19,Not Delivered
ORD02223,CUST018,REST025,2023-03-22,04:14:00,Burger,84.53,Not Delivered
ORD02224,CUST012,REST020,2023-03-22,04:41:00,Burger,64.09,Not Delivered
ORD02225,CUST005,REST023,2023-03-22,04:49:00,Noodles,51.95,Delivered
ORD02226,CUST011,REST006,2023-03-22,06:22:00,Burger,26.87,Delivered
ORD02227,CUST006,REST008,2023-03-22,06:25:00,Biryani,58.07,Not Delivered
ORD02228,CUST025,REST015,2023-03-22,06:25:00,Sushi,37.62,Delivered
ORD02229,CUST011,REST016,2023-03-22,06:42:00,Tacos,18.33,Not Delivered
ORD02230,CUST002,REST010,2023-03-22,07:29:00,Burger,37.18,Not Delivered
ORD02231,CUST005,REST024,2023-03-22,09:46:00,Sushi,13.16,Not Delivered
ORD02232,CUST017,REST010,2023-03-22,09:56:00,Pasta,25.19,Not Delivered
ORD02233,CUST010,REST008,2023-03-22,09:58:00,Pizza,85.67,Not Delivered
ORD02234,CUST017,REST011,2023-03-22,11:56:00,Pasta,81.72,Delivered
ORD02235,CUST006,REST005,2023-03-22,12:09:00,Tacos,11.77,Not Delivered
ORD02236,CUST003,REST007,2023-03-22,13:47:00,Sushi,47.23,Not Delivered
ORD02237,CUST009,REST018,2023-03-22,14:18:00,Pizza,14.84,Not Delivered
ORD02238,CUST023,REST023,2023-03-22,14:57:00,Salad,96.28,Delivered
ORD02239,CUST016,REST017,2023-03-22,14:57:00,Burger,82.52,Not Delivered
ORD02240,CUST008,REST017,2023-03-22,15:04:00,Tacos,12.78,Delivered
ORD02241,CUST017,REST020,2023-03-22,16:25:00,Burger,18.9,Not Delivered
ORD02242,CUST008,REST020,2023-03-22,17:52:00,Tacos,85.45,Delivered
ORD02243,CUST022,REST018,2023-03-22,19:49:00,Noodles,44.33,Not Delivered
ORD02244,CUST012,REST009,2023-03-22,19:56:00,Pasta,37.13,Not Delivered
ORD02245,CUST010,REST018,2023-03-22,21:22:00,Pizza,30.34,Delivered
ORD02246,CUST025,REST005,2023-03-22,21:26:00,Sushi,55.16,Not Delivered
ORD02247,CUST004,REST023,2023-03-22,22:04:00,Pizza,82.07,Delivered
ORD02248,CUST007,REST015,2023-03-22,23:12:00,Salad,74.16,Not Delivered
ORD02249,CUST019,REST011,2023-03-22,23:13:00,Biryani,83.58,Not Delivered
ORD02250,CUST025,REST020,2023-03-23,00:20:00,Pizza,74.91,Not Delivered
ORD02251,CUST011,REST013,2023-03-23,01:36:00,Biryani,23.76,Not Delivered
ORD02252,CUST003,REST011,2023-03-23,02:56:00,Pasta,45.6,Not Delivered
ORD02253,CUST011,REST011,2023-03-23,03:53:00,Sushi,14.68,Delivered
ORD02254,CUST020,REST014,2023-03-23,05:00:00,Noodles,23.91,Not Delivered
ORD02255,CUST003,REST023,2023-03-23,05:03:00,Biryani,59.57,Delivered
ORD02256,CUST020,REST022,2023-03-23,08:08:00,Burger,11.74,Not Delivered
ORD02257,CUST003,REST011,2023-03-23,08:17:00,Biryani,72.11,Delivered
ORD02258,CUST011,REST010,2023-03-23,09:11:00,Biryani,55.25,Not Delivered
ORD02259,CUST022,REST022,2023-03-23,10:40:00,Pasta,42.57,Not Delivered
ORD02260,CUST007,REST011,2023-03-23,10:56:00,Biryani,92.9,Delivered
ORD02261,CUST020,REST023,2023-03-23,12:02:00,Salad,88.07,Not Delivered
ORD02262,CUST007,REST002,2023-03-23,13:04:00,Pizza,59.8,Not Delivered
ORD02263,CUST011,REST004,2023-03-23,14:10:00,Salad,97.92,Not Delivered
ORD02264,CUST017,REST017,2023-03-23,14:37:00,Noodles,49.38,Not Delivered
ORD02265,CUST001,REST004,2023-03-23,15:59:00,Salad,57.81,Not Delivered
ORD02266,CUST020,REST013,2023-03-23,16:51:00,Sushi,11.71,Not Delivered
ORD02267,CUST023,REST016,2023-03-23,17:05:00,Tacos,97.96,Not Delivered
ORD02268,CUST017,REST016,2023-03-23,17:27:00,Pizza,41.26,Not Delivered
ORD02269,CUST001,REST022,2023-03-23,18:33:00,Tacos,70.52,Not Delivered
ORD02270,CUST019,REST020,2023-03-23,19:17:00,Pizza,63.27,Delivered
ORD02271,CUST005,REST002,2023-03-23,19:20:00,Noodles,84.45,Delivered
ORD02272,CUST017,REST008,2023-03-23,19:33:00,Noodles,76.2,Not Delivered
ORD02273,CUST005,REST015,2023-03-23,20:11:00,Noodles,65.88,Delivered
ORD02274,CUST003,REST023,2023-03-23,20:26:00,Noodles,53.96,Not Delivered
ORD02275,CUST025,REST022,2023-03-23,20:41:00,Biryani,68.38,Not Delivered
ORD02276,CUST007,REST007,2023-03-23,21:30:00,Noodles,76.51,Not Delivered
ORD02277,CUST016,REST025,2023-03-23,22:31:00,Tacos,38.01,Delivered
ORD02278,CUST017,REST020,2023-03-23,22:36:00,Pizza,83.03,Delivered
ORD02279,CUST006,REST002,2023-03-23,23:06:00,Sushi,75.86,Delivered
ORD02280,CUST021,REST007,2023-03-23,23:17:00,Noodles,53.65,Delivered
ORD02281,CUST017,REST008,2023-03-23,23:59:00,Sushi,53.37,Not Delivered
ORD02282,CUST001,REST022,2023-03-24,00:42:00,Burger,44.49,Not Delivered
ORD02283,CUST021,REST016,2023-03-24,00:59:00,Biryani,78.73,Not Delivered
ORD02284,CUST010,REST011,2023-03-24,01:46:00,Pizza,64.13,Delivered
ORD02285,CUST015,REST005,2023-03-24,02:11:00,Tacos,94.3,Delivered
ORD02286,CUST004,REST020,2023-03-24,03:30:00,Sushi,73.51,Not Delivered
ORD02287,CUST006,REST021,2023-03-24,03:51:00,Pasta,51.87,Not Delivered
ORD02288,CUST022,REST018,2023-03-24,03:57:00,Salad,65.9,Not Delivered
ORD02289,CUST007,REST014,2023-03-24,04:05:00,Burger,91.54,Delivered
ORD02290,CUST003,REST012,2023-03-24,04:13:00,Burger,78.63,Not Delivered
ORD02291,CUST015,REST025,2023-03-24,06:26:00,Pizza,56.12,Not Delivered
ORD02292,CUST002,REST004,2023-03-24,08:15:00,Tacos,76.06,Delivered
ORD02293,CUST002,REST017,2023-03-24,08:29:00,Pasta,37.44,Not Delivered
ORD02294,CUST009,REST007,2023-03-24,09:14:00,Noodles,98.86,Not Delivered
ORD02295,CUST016,REST011,2023-03-24,10:00:00,Tacos,35.06,Delivered
ORD02296,CUST005,REST003,2023-03-24,11:24:00,Noodles,46.05,Delivered
ORD02297,CUST022,REST005,2023-03-24,11:37:00,Tacos,30.48,Delivered
ORD02298,CUST010,REST001,2023-03-24,12:53:00,Salad,39.95,Delivered
ORD02299,CUST012,REST008,2023-03-24,13:38:00,Biryani,12.52,Not Delivered
ORD02300,CUST011,REST025,2023-03-24,14:52:00,Biryani,95.81,Not Delivered
ORD02301,CUST009,REST021,2023-03-24,17:12:00,Pizza,84.01,Delivered
ORD02302,CUST025,REST007,2023-03-24,17:26:00,Burger,38.77,Not Delivered
ORD02303,CUST016,REST013,2023-03-24,17:29:00,Pasta,67.71,Not Delivered
ORD02304,CUST019,REST012,2023-03-24,17:32:00,Biryani,32.49,Delivered
ORD02305,CUST020,REST010,2023-03-24,18:49:00,Pizza,16.86,Delivered
ORD02306,CUST015,REST009,2023-03-24,20:10:00,Pasta,63.5,Delivered
ORD02307,CUST025,REST001,2023-03-24,21:02:00,Pizza,10.02,Not Delivered
ORD02308,CUST003,REST009,2023-03-24,21:47:00,Noodles,64.27,Delivered
ORD02309,CUST023,REST006,2023-03-24,22:09:00,Tacos,23.68,Not Delivered
ORD02310,CUST003,REST008,2023-03-24,23:45:00,Noodles,26.15,Delivered
ORD02311,CUST007,REST012,2023-03-24,23:53:00,Burger,78.56,Delivered
ORD02312,CUST020,REST009,2023-03-25,01:00:00,Burger,98.36,Delivered
ORD02313,CUST023,REST021,2023-03-25,01:03:00,Noodles,94.92,Delivered
ORD02314,CUST021,REST023,2023-03-25,02:01:00,Noodles,45.29,Not Delivered
ORD02315,CUST025,REST010,2023-03-25,02:48:00,Pizza,91.14,Not Delivered
ORD02316,CUST012,REST015,2023-03-25,04:00:00,Salad,54.7,Not Delivered
ORD02317,CUST012,REST016,2023-03-25,04:00:00,Tacos,22.59,Not Delivered
ORD02318,CUST001,REST021,2023-03-25,05:04:00,Biryani,58.09,Not Delivered
ORD02319,CUST009,REST009,2023-03-25,05:18:00,Salad,87.3,Delivered
ORD02320,CUST023,REST010,2023-03-25,05:30:00,Noodles,54.21,Not Delivered
ORD02321,CUST024,REST018,2023-03-25,06:29:00,Salad,44.15,Delivered
ORD02322,CUST018,REST025,2023-03-25,08:34:00,Pizza,54.49,Not Delivered
ORD02323,CUST010,REST009,2023-03-25,08:52:00,Salad,91.78,Not Delivered
ORD02324,CUST015,REST025,2023-03-25,09:38:00,Pasta,14.51,Not Delivered
ORD02325,CUST014,REST014,2023-03-25,10:03:00,Pasta,47.9,Delivered
ORD02326,CUST024,REST017,2023-03-25,10:21:00,Biryani,58.95,Not Delivered
ORD02327,CUST016,REST019,2023-03-25,10:32:00,Biryani,23.79,Delivered
ORD02328,CUST009,REST022,2023-03-25,10:35:00,Pizza,77.13,Not Delivered
ORD02329,CUST020,REST018,2023-03-25,11:22:00,Burger,10.44,Not Delivered
ORD02330,CUST011,REST022,2023-03-25,11:45:00,Salad,81.99,Delivered
ORD02331,CUST020,REST001,2023-03-25,13:07:00,Pasta,70.22,Not Delivered
ORD02332,CUST010,REST008,2023-03-25,13:22:00,Noodles,60.68,Delivered
ORD02333,CUST001,REST008,2023-03-25,16:01:00,Noodles,59.54,Delivered
ORD02334,CUST019,REST019,2023-03-25,17:51:00,Biryani,98.06,Delivered
ORD02335,CUST011,REST007,2023-03-25,18:13:00,Noodles,15.01,Not Delivered
ORD02336,CUST020,REST019,2023-03-25,19:41:00,Burger,49.54,Not Delivered
ORD02337,CUST021,REST020,2023-03-25,20:26:00,Pizza,40.11,Not Delivered
ORD02338,CUST007,REST009,2023-03-25,20:54:00,Burger,53.1,Delivered
ORD02339,CUST011,REST003,2023-03-25,20:56:00,Tacos,52.45,Not Delivered
ORD02340,CUST017,REST023,2023-03-25,21:08:00,Pasta,60.83,Delivered
ORD02341,CUST002,REST002,2023-03-25,22:02:00,Sushi,63.45,Not Delivered
ORD02342,CUST025,REST024,2023-03-25,23:01:00,Biryani,51.34,Not Delivered
ORD02343,CUST023,REST007,2023-03-25,23:15:00,Biryani,90.1,Not Delivered
ORD02344,CUST020,REST003,2023-03-25,23:17:00,Pizza,56.51,Not Delivered
ORD02345,CUST017,REST025,2023-03-26,00:43:00,Noodles,86.73,Delivered
ORD02346,CUST022,REST022,2023-03-26,00:56:00,Biryani,84.29,Not Delivered
ORD02347,CUST025,REST022,2023-03-26,01:01:00,Noodles,75.91,Delivered
ORD02348,CUST019,REST025,2023-03-26,01:20:00,Biryani,70.48,Delivered
ORD02349,CUST010,REST010,2023-03-26,01:41:00,Pasta,65.95,Not Delivered
ORD02350,CUST004,REST006,2023-03-26,02:08:00,Noodles,59.28,Delivered
ORD02351,CUST012,REST020,2023-03-26,03:36:00,Tacos,29.69,Not Delivered
ORD02352,CUST002,REST021,2023-03-26,04:20:00,Noodles,30.32,Delivered
ORD02353,CUST008,REST025,2023-03-26,04:44:00,Burger,21.35,Delivered
ORD02354,CUST007,REST003,2023-03-26,07:46:00,Sushi,64.74,Delivered
ORD02355,CUST016,REST016,2023-03-26,07:48:00,Tacos,9.74,Not Delivered
ORD02356,CUST014,REST014,2023-03-26,08:17:00,Salad,99.1,Not Delivered
ORD02357,CUST002,REST004,2023-03-26,08:30:00,Salad,51.7,Not Delivered
ORD02358,CUST012,REST003,2023-03-26,08:52:00,Sushi,20.73,Delivered
ORD02359,CUST015,REST015,2023-03-26,09:01:00,Pasta,86.87,Delivered
ORD02360,CUST022,REST010,2023-03-26,09:13:00,Biryani,70.84,Not Delivered
ORD02361,CUST001,REST008,2023-03-26,09:19:00,Sushi,73.31,Not Delivered
ORD02362,CUST017,REST018,2023-03-26,10:43:00,Sushi,35.33,Not Delivered
ORD02363,CUST006,REST022,2023-03-26,11:54:00,Tacos,19.46,Not Delivered
ORD02364,CUST011,REST006,2023-03-26,12:59:00,Burger,86.83,Not Delivered
ORD02365,CUST001,REST009,2023-03-26,13:09:00,Biryani,79.46,Not Delivered
ORD02366,CUST017,REST006,2023-03-26,13:20:00,Biryani,98.95,Delivered
ORD02367,CUST006,REST021,2023-03-26,13:37:00,Biryani,10.87,Delivered
ORD02368,CUST012,REST012,2023-03-26,14:07:00,Sushi,64.98,Delivered
ORD02369,CUST021,REST007,2023-03-26,16:27:00,Pizza,46.81,Not Delivered
ORD02370,CUST022,REST010,2023-03-26,16:34:00,Pasta,63.07,Delivered
ORD02371,CUST010,REST007,2023-03-26,17:04:00,Biryani,23.43,Not Delivered
ORD02372,CUST004,REST009,2023-03-26,19:08:00,Tacos,45.91,Not Delivered
ORD02373,CUST003,REST020,2023-03-26,19:24:00,Tacos,45.15,Not Delivered
ORD02374,CUST001,REST012,2023-03-26,20:37:00,Pasta,46.37,Delivered
ORD02375,CUST014,REST024,2023-03-26,22:26:00,Sushi,97,Delivered
ORD02376,CUST013,REST016,2023-03-26,22:30:00,Noodles,82.96,Not Delivered
ORD02377,CUST015,REST025,2023-03-26,22:36:00,Pasta,22.71,Delivered
ORD02378,CUST018,REST014,2023-03-26,23:07:00,Pasta,7.71,Delivered
ORD02379,CUST022,REST001,2023-03-27,00:10:00,Pizza,93.58,Not Delivered
ORD02380,CUST008,REST022,2023-03-27,00:45:00,Pizza,77.79,Delivered
ORD02381,CUST010,REST023,2023-03-27,00:59:00,Noodles,71.77,Delivered
ORD02382,CUST014,REST020,2023-03-27,01:30:00,Burger,47.67,Delivered
ORD02383,CUST009,REST007,2023-03-27,04:28:00,Biryani,54.64,Delivered
ORD02384,CUST016,REST004,2023-03-27,04:45:00,Salad,25.94,Not Delivered
ORD02385,CUST005,REST003,2023-03-27,06:15:00,Sushi,33.53,Not Delivered
ORD02386,CUST009,REST006,2023-03-27,06:45:00,Tacos,64.86,Delivered
ORD02387,CUST008,REST017,2023-03-27,07:13:00,Pasta,32.8,Delivered
ORD02388,CUST007,REST010,2023-03-27,12:13:00,Salad,67.93,Delivered
ORD02389,CUST014,REST011,2023-03-27,13:17:00,Pasta,83.42,Delivered
ORD02390,CUST008,REST002,2023-03-27,13:48:00,Burger,67.64,Delivered
ORD02391,CUST019,REST002,2023-03-27,15:10:00,Biryani,48.1,Not Delivered
ORD02392,CUST018,REST019,2023-03-27,15:39:00,Noodles,6.4,Delivered
ORD02393,CUST005,REST001,2023-03-27,15:46:00,Tacos,74.26,Delivered
ORD02394,CUST002,REST010,2023-03-27,15:52:00,Sushi,24.06,Not Delivered
ORD02395,CUST014,REST015,2023-03-27,15:53:00,Noodles,28.64,Delivered
ORD02396,CUST010,REST018,2023-03-27,16:48:00,Noodles,16.88,Delivered
ORD02397,CUST006,REST001,2023-03-27,16:55:00,Pasta,98.04,Not Delivered
ORD02398,CUST003,REST023,2023-03-27,17:11:00,Noodles,57.48,Not Delivered
ORD02399,CUST021,REST008,2023-03-27,18:27:00,Pasta,81.04,Delivered
ORD02400,CUST022,REST016,2023-03-27,19:06:00,Biryani,63.93,Not Delivered
ORD02401,CUST021,REST023,2023-03-27,20:30:00,Pasta,62.76,Delivered
ORD02402,CUST022,REST025,2023-03-27,20:39:00,Biryani,63.49,Not Delivered
ORD02403,CUST012,REST001,2023-03-27,21:24:00,Pasta,12.91,Delivered
ORD02404,CUST002,REST009,2023-03-27,21:55:00,Burger,39.04,Delivered
ORD02405,CUST017,REST014,2023-03-27,22:08:00,Burger,98.36,Delivered
ORD02406,CUST008,REST019,2023-03-27,22:46:00,Burger,20.1,Not Delivered
ORD02407,CUST009,REST014,2023-03-27,22:55:00,Biryani,47.08,Delivered
ORD02408,CUST008,REST001,2023-03-28,01:01:00,Burger,69.02,Not Delivered
ORD02409,CUST016,REST003,2023-03-28,01:02:00,Pasta,62.91,Not Delivered
ORD02410,CUST006,REST018,2023-03-28,01:39:00,Pasta,23.33,Delivered
ORD02411,CUST010,REST024,2023-03-28,01:53:00,Sushi,18.12,Not Delivered
ORD02412,CUST005,REST006,2023-03-28,02:49:00,Biryani,31.12,Delivered
ORD02413,CUST020,REST007,2023-03-28,03:40:00,Pasta,81.42,Not Delivered
ORD02414,CUST019,REST021,2023-03-28,04:17:00,Salad,48.5,Delivered
ORD02415,CUST002,REST003,2023-03-28,05:45:00,Sushi,13.99,Delivered
ORD02416,CUST009,REST004,2023-03-28,05:48:00,Pasta,57.28,Delivered
ORD02417,CUST014,REST010,2023-03-28,07:05:00,Noodles,59.71,Not Delivered
ORD02418,CUST012,REST003,2023-03-28,07:26:00,Noodles,24.43,Not Delivered
ORD02419,CUST004,REST006,2023-03-28,07:33:00,Tacos,95.91,Delivered
ORD02420,CUST001,REST001,2023-03-28,07:50:00,Sushi,14.59,Delivered
ORD02421,CUST010,REST001,2023-03-28,08:42:00,Salad,61.35,Not Delivered
ORD02422,CUST013,REST021,2023-03-28,09:13:00,Pasta,24.98,Delivered
ORD02423,CUST014,REST009,2023-03-28,10:04:00,Pizza,25.25,Not Delivered
ORD02424,CUST005,REST004,2023-03-28,10:15:00,Biryani,57.86,Not Delivered
ORD02425,CUST011,REST025,2023-03-28,10:17:00,Biryani,60.77,Not Delivered
ORD02426,CUST001,REST007,2023-03-28,10:18:00,Pasta,61.66,Not Delivered
ORD02427,CUST011,REST004,2023-03-28,11:30:00,Tacos,38.56,Not Delivered
ORD02428,CUST019,REST012,2023-03-28,11:31:00,Biryani,95.35,Not Delivered
ORD02429,CUST012,REST018,2023-03-28,11:52:00,Noodles,79.9,Delivered
ORD02430,CUST023,REST006,2023-03-28,15:37:00,Pasta,25.37,Delivered
