Delivery_ID,Order_ID,Rider_ID,Pickup_Time,Delivery_Time,Distance_km,Tip
DEL00594,ORD02403,RID013,2023-03-27 21:35:00,2023-03-27 22:05:00,13.67,0.08
DEL00595,ORD02410,RID006,2023-03-28 02:07:00,2023-03-28 02:46:00,6.34,5.31
DEL00596,ORD02414,RID006,2023-03-28 04:34:00,2023-03-28 04:59:00,7.76,3.25
DEL00597,ORD02415,RID020,2023-03-28 05:59:00,2023-03-28 06:41:00,13.9,0.89
DEL00598,ORD02419,RID001,2023-03-28 07:44:00,2023-03-28 08:05:00,8.72,7.09
DEL00599,ORD02420,RID013,2023-03-28 08:15:00,2023-03-28 08:51:00,1.7,2.18
DEL00600,ORD02422,RID024,2023-03-28 09:41:00,2023-03-28 09:56:00,16.96,12.65
DEL00601,ORD02431,RID013,2023-03-28 19:20:00,2023-03-28 19:43:00,7.39,6.77
DEL00602,ORD02432,RID007,2023-03-28 19:38:00,2023-03-28 20:02:00,15.62,5.44
DEL00603,ORD02435,RID020,2023-03-28 22:08:00,2023-03-28 22:47:00,1.16,2.59
DEL00604,ORD02436,RID003,2023-03-28 22:44:00,2023-03-28 23:02:00,5.05,14.53
DEL00605,ORD02442,RID018,2023-03-29 01:42:00,2023-03-29 02:14:00,14.59,0.22
DEL00606,ORD02444,RID007,2023-03-29 04:33:00,2023-03-29 05:06:00,3.63,4.91
DEL00607,ORD02450,RID021,2023-03-29 08:51:00,2023-03-29 09:33:00,3.43,10.52
DEL00608,ORD02455,RID012,2023-03-29 11:20:00,2023-03-29 11:53:00,6.82,11.23
DEL00609,ORD02457,RID015,2023-03-29 13:41:00,2023-03-29 14:21:00,17.74,7.69
DEL00610,ORD02461,RID012,2023-03-29 21:22:00,2023-03-29 21:47:00,9.54,6.61
DEL00611,ORD02470,RID011,2023-03-30 05:14:00,2023-03-30 05:49:00,13.42,10.66
DEL00612,ORD02480,RID025,2023-03-30 11:53:00,2023-03-30 12:24:00,4.97,11.54
DEL00613,ORD02483,RID014,2023-03-30 12:18:00,2023-03-30 12:40:00,6.77,3.48
DEL00614,ORD02489,RID010,2023-03-30 15:08:00,2023-03-30 15:34:00,12.14,13.25
DEL00615,ORD02490,RID017,2023-03-30 15:18:00,2023-03-30 16:03:00,14.33,8.66
DEL00616,ORD02498,RID002,2023-03-30 20:21:00,2023-03-30 20:55:00,13.9,0.88
DEL00617,ORD02499,RID007,2023-03-30 21:48:00,2023-03-30 22:30:00,17.74,0.08
DEL00618,ORD02503,RID023,2023-03-31 00:39:00,2023-03-31 01:21:00,13.34,9.48
DEL00619,ORD02510,RID015,2023-03-31 08:00:00,2023-03-31 08:18:00,6.88,11.66
DEL00620,ORD02521,RID019,2023-03-31 19:22:00,2023-03-31 20:01:00,8.72,2.26
DEL00621,ORD02522,RID011,2023-03-31 19:36:00,2023-03-31 20:12:00,8.36,9.73
DEL00622,ORD02527,RID007,2023-03-31 23:44:00,2023-04-01 00:19:00,13.14,2.35
DEL00623,ORD02528,RID004,2023-04-01 01:20:00,2023-04-01 01:49:00,11.81,5.96
DEL00624,ORD02530,RID019,2023-04-01 05:00:00,2023-04-01 05:23:00,11.08,10.82
DEL00625,ORD02532,RID017,2023-04-01 05:59:00,2023-04-01 06:30:00,9.07,5.26
DEL00626,ORD02536,RID010,2023-04-01 07:51:00,2023-04-01 08:20:00,7.36,2.51
DEL00627,ORD02545,RID014,2023-04-01 15:25:00,2023-04-01 16:08:00,4.66,3.61
DEL00628,ORD02549,RID015,2023-04-01 17:15:00,2023-04-01 17:31:00,11.33,4.9
DEL00629,ORD02548,RID002,2023-04-01 17:13:00,2023-04-01 17:54:00,1.63,9.72
DEL00630,ORD02552,RID022,2023-04-01 20:06:00,2023-04-01 20:46:00,10.85,2.39
DEL00631,ORD02554,RID015,2023-04-01 21:51:00,2023-04-01 22:28:00,15.43,3.11
DEL00632,ORD02560,RID017,2023-04-02 05:42:00,2023-04-02 06:20:00,10.02,2.06
DEL00633,ORD02564,RID001,2023-04-02 09:57:00,2023-04-02 10:14:00,2.13,11.28
DEL00634,ORD02570,RID017,2023-04-02 14:19:00,2023-04-02 14:59:00,7.14,5.4
DEL00635,ORD02573,RID011,2023-04-02 17:57:00,2023-04-02 18:22:00,5.85,1.82
DEL00636,ORD02587,RID005,2023-04-03 06:26:00,2023-04-03 07:03:00,11.24,12.59
DEL00637,ORD02593,RID021,2023-04-03 13:55:00,2023-04-03 14:39:00,7.26,5.57
DEL00638,ORD02598,RID003,2023-04-03 16:12:00,2023-04-03 16:34:00,10.69,0.41
DEL00639,ORD02597,RID013,2023-04-03 16:09:00,2023-04-03 16:35:00,16.76,14.52
DEL00640,ORD02603,RID023,2023-04-03 19:26:00,2023-04-03 19:57:00,15.3,12.92
DEL00641,ORD02604,RID006,2023-04-03 19:58:00,2023-04-03 20:30:00,15.08,8.75
DEL00642,ORD02605,RID024,2023-04-03 21:35:00,2023-04-03 22:14:00,11.44,10.27
DEL00643,ORD02607,RID007,2023-04-03 22:41:00,2023-04-03 22:58:00,7.42,6.72
DEL00644,ORD02615,RID023,2023-04-04 02:23:00,2023-04-04 03:03:00,2.61,5.95
DEL00645,ORD02622,RID022,2023-04-04 06:24:00,2023-04-04 06:47:00,19.46,4.86
DEL00646,ORD02626,RID011,2023-04-04 08:15:00,2023-04-04 08:59:00,7.15,4.76
DEL00647,ORD02630,RID003,2023-04-04 09:50:00,2023-04-04 10:08:00,2.73,0.96
DEL00648,ORD02628,RID020,2023-04-04 09:36:00,2023-04-04 10:13:00,12.55,13.15
DEL00649,ORD02631,RID010,2023-04-04 09:48:00,2023-04-04 10:17:00,9.2,14.97
DEL00650,ORD02643,RID013,2023-04-04 19:05:00,2023-04-04 19:35:00,13.39,14.16
DEL00651,ORD02649,RID025,2023-04-04 23:35:00,2023-04-05 00:15:00,6.86,13.05
DEL00652,ORD02651,RID023,2023-04-05 01:36:00,2023-04-05 02:17:00,13.83,5.45
DEL00653,ORD02653,RID024,2023-04-05 03:50:00,2023-04-05 04:30:00,18.92,11.29
DEL00654,ORD02656,RID015,2023-04-05 05:42:00,2023-04-05 06:15:00,9.97,10.87
DEL00655,ORD02658,RID006,2023-04-05 06:18:00,2023-04-05 06:36:00,19.2,8.97
DEL00656,ORD02668,RID015,2023-04-05 13:51:00,2023-04-05 14:21:00,5.08,3.23
DEL00657,ORD02670,RID003,2023-04-05 14:31:00,2023-04-05 14:50:00,3.26,13.01
DEL00658,ORD02669,RID016,2023-04-05 14:37:00,2023-04-05 15:11:00,1.83,5.69
DEL00659,ORD02680,RID021,2023-04-05 21:55:00,2023-04-05 22:27:00,9.3,9.36
DEL00660,ORD02681,RID001,2023-04-05 22:09:00,2023-04-05 22:37:00,12.01,5.97
DEL00661,ORD02684,RID009,2023-04-05 23:39:00,2023-04-06 00:09:00,5.41,9.61
DEL00662,ORD02696,RID004,2023-04-06 12:07:00,2023-04-06 12:35:00,12.83,11.8
DEL00663,ORD02698,RID019,2023-04-06 12:20:00,2023-04-06 12:46:00,11.5,9.82
DEL00664,ORD02703,RID013,2023-04-06 16:39:00,2023-04-06 17:12:00,3.79,11.79
DEL00665,ORD02708,RID025,2023-04-06 19:10:00,2023-04-06 19:41:00,18.55,11.51
DEL00666,ORD02709,RID011,2023-04-06 20:56:00,2023-04-06 21:18:00,10.54,9.36
DEL00667,ORD02711,RID013,2023-04-06 22:06:00,2023-04-06 22:46:00,9.29,6.24
DEL00668,ORD02719,RID013,2023-04-07 06:24:00,2023-04-07 06:58:00,16.3,4.43
DEL00669,ORD02723,RID023,2023-04-07 09:57:00,2023-04-07 10:23:00,9.08,11.42
DEL00670,ORD02724,RID011,2023-04-07 10:22:00,2023-04-07 11:06:00,7.89,11.31
DEL00671,ORD02732,RID009,2023-04-07 15:25:00,2023-04-07 15:41:00,8.67,10.04
DEL00672,ORD02767,RID010,2023-04-09 00:45:00,2023-04-09 01:16:00,7.77,8.18
DEL00673,ORD02768,RID018,2023-04-09 01:37:00,2023-04-09 01:55:00,1.32,8.27
DEL00674,ORD02771,RID022,2023-04-09 02:49:00,2023-04-09 03:13:00,11.11,10.62
DEL00675,ORD02775,RID019,2023-04-09 07:24:00,2023-04-09 07:51:00,18.48,10.42
DEL00676,ORD02785,RID012,2023-04-09 22:09:00,2023-04-09 22:44:00,19.12,11.39
DEL00677,ORD02795,RID017,2023-04-10 07:25:00,2023-04-10 07:44:00,1.6,10.78
DEL00678,ORD02794,RID024,2023-04-10 07:31:00,2023-04-10 08:04:00,14.51,2.85
DEL00679,ORD02806,RID008,2023-04-10 15:53:00,2023-04-10 16:23:00,16.73,4.92
DEL00680,ORD02810,RID012,2023-04-10 18:26:00,2023-04-10 19:01:00,13.76,6.59
DEL00681,ORD02818,RID007,2023-04-10 23:14:00,2023-04-10 23:42:00,9.13,10.39
DEL00682,ORD02825,RID002,2023-04-11 08:53:00,2023-04-11 09:21:00,1.18,9.1
DEL00683,ORD02827,RID024,2023-04-11 09:18:00,2023-04-11 10:00:00,3.94,12.01
DEL00684,ORD02830,RID021,2023-04-11 10:54:00,2023-04-11 11:13:00,9.4,1.19
DEL00685,ORD02839,RID014,2023-04-11 17:10:00,2023-04-11 17:39:00,6.67,3.04
DEL00686,ORD02841,RID021,2023-04-11 18:17:00,2023-04-11 18:35:00,2.22,0.9
DEL00687,ORD02842,RID018,2023-04-11 19:22:00,2023-04-11 19:52:00,8.84,13.89
DEL00688,ORD02843,RID018,2023-04-11 19:28:00,2023-04-11 20:00:00,17.33,7.18
DEL00689,ORD02845,RID011,2023-04-11 20:25:00,2023-04-11 21:09:00,17.19,8.47
DEL00690,ORD02846,RID015,2023-04-11 21:12:00,2023-04-11 21:31:00,17.36,5.31
DEL00691,ORD02849,RID019,2023-04-11 22:19:00,2023-04-11 22:39:00,19.69,9.74
DEL00692,ORD02851,RID021,2023-04-11 23:50:00,2023-04-12 00:18:00,13.95,0.02
DEL00693,ORD02852,RID017,2023-04-12 00:27:00,2023-04-12 01:04:00,5,5.14
DEL00694,ORD02857,RID013,2023-04-12 03:36:00,2023-04-12 03:56:00,1.01,2.9
DEL00695,ORD02856,RID011,2023-04-12 03:39:00,2023-04-12 04:07:00,12.44,11.2
DEL00696,ORD02860,RID001,2023-04-12 08:33:00,2023-04-12 09:00:00,15.3,7.24
DEL00697,ORD02861,RID010,2023-04-12 08:59:00,2023-04-12 09:37:00,9.73,4.19
DEL00698,ORD02869,RID025,2023-04-12 14:07:00,2023-04-12 14:47:00,2.17,7.08
DEL00699,ORD02877,RID023,2023-04-12 19:48:00,2023-04-12 20:18:00,3.16,1.62
DEL00700,ORD02882,RID001,2023-04-13 01:53:00,2023-04-13 02:31:00,7.52,2.38
DEL00701,ORD02884,RID013,2023-04-13 05:55:00,2023-04-13 06:37:00,16.61,7.01
DEL00702,ORD02887,RID016,2023-04-13 08:58:00,2023-04-13 09:17:00,14.13,14.18
DEL00703,ORD02888,RID008,2023-04-13 09:24:00,2023-04-13 10:02:00,19,3.5
DEL00704,ORD02891,RID013,2023-04-13 14:17:00,2023-04-13 14:44:00,15.72,0.24
DEL00705,ORD02897,RID003,2023-04-13 22:04:00,2023-04-13 22:22:00,1.23,6.83
DEL00706,ORD02899,RID005,2023-04-14 02:22:00,2023-04-14 02:56:00,9.07,3.06
DEL00707,ORD02900,RID024,2023-04-14 02:30:00,2023-04-14 03:09:00,11.4,7.75
DEL00708,ORD02903,RID007,2023-04-14 05:53:00,2023-04-14 06:21:00,13.74,13.48
DEL00709,ORD02908,RID012,2023-04-14 09:59:00,2023-04-14 10:34:00,3.04,11.65
DEL00710,ORD02909,RID015,2023-04-14 10:09:00,2023-04-14 10:48:00,7.82,14.01
DEL00711,ORD02914,RID005,2023-04-14 12:56:00,2023-04-14 13:14:00,13.86,0.33
DEL00712,ORD02913,RID023,2023-04-14 12:48:00,2023-04-14 13:15:00,11.32,6.92
DEL00713,ORD02916,RID003,2023-04-14 14:21:00,2023-04-14 14:56:00,3.67,9.49
DEL00714,ORD02918,RID022,2023-04-14 16:41:00,2023-04-14 17:13:00,8.87,8.87
DEL00715,ORD02925,RID021,2023-04-14 20:06:00,2023-04-14 20:46:00,6.25,10.23
DEL00716,ORD02927,RID014,2023-04-14 20:51:00,2023-04-14 21:17:00,19.01,1.93
DEL00717,ORD02928,RID021,2023-04-14 20:57:00,2023-04-14 21:33:00,8.51,4.83
DEL00718,ORD02932,RID022,2023-04-14 22:51:00,2023-04-14 23:32:00,16.82,9.59
DEL00719,ORD02935,RID020,2023-04-15 01:51:00,2023-04-15 02:15:00,11.99,0.54
DEL00720,ORD02938,RID008,2023-04-15 04:44:00,2023-04-15 05:04:00,12.7,8.5
DEL00721,ORD02940,RID023,2023-04-15 07:58:00,2023-04-15 08:24:00,9.21,8.11
DEL00722,ORD02941,RID003,2023-04-15 08:04:00,2023-04-15 08:40:00,9.92,7.34
DEL00723,ORD02946,RID002,2023-04-15 09:03:00,2023-04-15 09:48:00,19.2,1.54
DEL00724,ORD02961,RID012,2023-04-15 16:40:00,2023-04-15 17:11:00,18.06,14.6
DEL00725,ORD02962,RID018,2023-04-15 18:23:00,2023-04-15 19:00:00,16.22,5.93
DEL00726,ORD02963,RID004,2023-04-15 18:31:00,2023-04-15 19:04:00,16.53,0.32
DEL00727,ORD02965,RID024,2023-04-15 19:47:00,2023-04-15 20:19:00,14.86,9.89
DEL00728,ORD02973,RID005,2023-04-16 10:22:00,2023-04-16 10:44:00,7.69,3.83
DEL00729,ORD02981,RID004,2023-04-16 17:06:00,2023-04-16 17:45:00,18.71,5.4
DEL00730,ORD02983,RID015,2023-04-16 17:45:00,2023-04-16 18:27:00,10.13,3.72
DEL00731,ORD02984,RID019,2023-04-16 17:56:00,2023-04-16 18:38:00,3.58,8.73
DEL00732,ORD02985,RID011,2023-04-16 18:30:00,2023-04-16 18:46:00,4.6,11.36
DEL00733,ORD02986,RID009,2023-04-16 19:09:00,2023-04-16 19:43:00,15.88,6.24
DEL00734,ORD02992,RID023,2023-04-17 02:40:00,2023-04-17 03:15:00,14.62,10.41
DEL00735,ORD02994,RID004,2023-04-17 03:14:00,2023-04-17 03:43:00,1.74,6.68
DEL00736,ORD02996,RID014,2023-04-17 05:26:00,2023-04-17 05:55:00,13.25,9.11
DEL00737,ORD03002,RID009,2023-04-17 11:04:00,2023-04-17 11:33:00,14.93,2.41
DEL00738,ORD03007,RID022,2023-04-17 13:01:00,2023-04-17 13:37:00,5.6,7.01
DEL00739,ORD03014,RID012,2023-04-17 19:32:00,2023-04-17 19:52:00,16.61,13.06
DEL00740,ORD03015,RID015,2023-04-17 21:43:00,2023-04-17 22:17:00,17.27,0.82
DEL00741,ORD03018,RID004,2023-04-18 03:53:00,2023-04-18 04:10:00,15.58,1.88
DEL00742,ORD03019,RID020,2023-04-18 04:19:00,2023-04-18 04:49:00,10.75,4.19
DEL00743,ORD03020,RID002,2023-04-18 04:19:00,2023-04-18 04:56:00,13.93,7.51
DEL00744,ORD03021,RID004,2023-04-18 04:57:00,2023-04-18 05:15:00,16.94,1.79
DEL00745,ORD03024,RID008,2023-04-18 09:09:00,2023-04-18 09:28:00,13.42,4.9
DEL00746,ORD03026,RID010,2023-04-18 12:34:00,2023-04-18 12:55:00,17.75,7.81
DEL00747,ORD03038,RID014,2023-04-19 00:20:00,2023-04-19 00:56:00,9.82,7.17
DEL00748,ORD03040,RID025,2023-04-19 01:02:00,2023-04-19 01:32:00,7.85,9.02
DEL00749,ORD03041,RID012,2023-04-19 01:27:00,2023-04-19 01:53:00,19.78,14.22
DEL00750,ORD03050,RID024,2023-04-19 08:07:00,2023-04-19 08:43:00,16.18,2.46
DEL00751,ORD03072,RID017,2023-04-19 23:14:00,2023-04-19 23:29:00,8.66,4.42
DEL00752,ORD03081,RID017,2023-04-20 06:32:00,2023-04-20 07:09:00,6.45,7.01
DEL00753,ORD03089,RID023,2023-04-20 12:41:00,2023-04-20 13:26:00,15.31,12.07
DEL00754,ORD03091,RID010,2023-04-20 14:06:00,2023-04-20 14:26:00,13.43,3.42
DEL00755,ORD03094,RID024,2023-04-20 16:04:00,2023-04-20 16:31:00,12.38,3.83
DEL00756,ORD03098,RID017,2023-04-20 20:50:00,2023-04-20 21:11:00,17.14,14.24
DEL00757,ORD03102,RID018,2023-04-21 00:26:00,2023-04-21 00:42:00,17.59,14.83
DEL00758,ORD03104,RID017,2023-04-21 02:18:00,2023-04-21 02:56:00,18.25,2.03
DEL00759,ORD03109,RID018,2023-04-21 04:16:00,2023-04-21 04:56:00,16.57,13.51
DEL00760,ORD03112,RID024,2023-04-21 07:00:00,2023-04-21 07:37:00,10.3,12.41
DEL00761,ORD03119,RID021,2023-04-21 11:32:00,2023-04-21 11:57:00,9.15,2.07
DEL00762,ORD03126,RID003,2023-04-21 21:04:00,2023-04-21 21:45:00,14.26,9.26
DEL00763,ORD03127,RID016,2023-04-21 21:55:00,2023-04-21 22:37:00,4.68,11.83
DEL00764,ORD03128,RID009,2023-04-22 00:05:00,2023-04-22 00:22:00,15.81,12.93
DEL00765,ORD03131,RID006,2023-04-22 02:29:00,2023-04-22 02:44:00,10.97,3.44
DEL00766,ORD03136,RID004,2023-04-22 06:43:00,2023-04-22 06:59:00,12.64,4.9
DEL00767,ORD03139,RID003,2023-04-22 07:07:00,2023-04-22 07:36:00,6.34,10
DEL00768,ORD03142,RID002,2023-04-22 10:24:00,2023-04-22 11:03:00,18.02,14.32
DEL00769,ORD03146,RID020,2023-04-22 16:06:00,2023-04-22 16:26:00,12.68,3.7
DEL00770,ORD03156,RID019,2023-04-23 02:57:00,2023-04-23 03:27:00,6.41,12.83
DEL00771,ORD03172,RID002,2023-04-23 13:05:00,2023-04-23 13:25:00,8.41,5.48
DEL00772,ORD03173,RID008,2023-04-23 13:20:00,2023-04-23 13:43:00,6.7,9.04
DEL00773,ORD03178,RID013,2023-04-23 17:50:00,2023-04-23 18:32:00,15.97,5.25
DEL00774,ORD03191,RID021,2023-04-24 04:18:00,2023-04-24 04:40:00,4.12,7.29
DEL00775,ORD03195,RID009,2023-04-24 05:24:00,2023-04-24 05:50:00,19.47,5.09
DEL00776,ORD03202,RID001,2023-04-24 08:17:00,2023-04-24 08:38:00,1.6,2.45
DEL00777,ORD03204,RID012,2023-04-24 10:24:00,2023-04-24 10:40:00,12.33,14.06
DEL00778,ORD03206,RID016,2023-04-24 11:43:00,2023-04-24 12:10:00,17.2,0.36
DEL00779,ORD03210,RID015,2023-04-24 17:19:00,2023-04-24 17:51:00,1.43,2.9
DEL00780,ORD03213,RID010,2023-04-24 18:40:00,2023-04-24 19:00:00,3.59,3.29
DEL00781,ORD03212,RID002,2023-04-24 18:28:00,2023-04-24 19:12:00,15.09,8.91
DEL00782,ORD03214,RID007,2023-04-24 19:57:00,2023-04-24 20:28:00,7.93,5.81
DEL00783,ORD03215,RID023,2023-04-24 21:13:00,2023-04-24 21:57:00,19.11,3.9
DEL00784,ORD03218,RID014,2023-04-24 23:46:00,2023-04-25 00:14:00,13.26,14.54
DEL00785,ORD03226,RID019,2023-04-25 08:13:00,2023-04-25 08:43:00,15.79,12.61
DEL00786,ORD03228,RID005,2023-04-25 09:00:00,2023-04-25 09:26:00,2.67,12.64
DEL00787,ORD03227,RID009,2023-04-25 09:01:00,2023-04-25 09:43:00,7.54,11.13
DEL00788,ORD03232,RID013,2023-04-25 11:30:00,2023-04-25 12:11:00,8.81,5.5
DEL00789,ORD03233,RID011,2023-04-25 11:55:00,2023-04-25 12:19:00,15.28,6.89
DEL00790,ORD03234,RID021,2023-04-25 12:28:00,2023-04-25 13:03:00,10.6,7.34
DEL00791,ORD03240,RID012,2023-04-25 18:48:00,2023-04-25 19:22:00,10.9,8.74
DEL00792,ORD03242,RID005,2023-04-25 19:57:00,2023-04-25 20:16:00,8.73,9.46
DEL00793,ORD03244,RID017,2023-04-25 20:18:00,2023-04-25 20:49:00,1.45,10.04
DEL00794,ORD03245,RID006,2023-04-25 20:56:00,2023-04-25 21:17:00,19.06,8.9
DEL00795,ORD03246,RID010,2023-04-25 20:59:00,2023-04-25 21:19:00,16.79,4.06
DEL00796,ORD03251,RID018,2023-04-26 01:27:00,2023-04-26 01:53:00,11.42,0.02
DEL00797,ORD03254,RID002,2023-04-26 05:14:00,2023-04-26 05:36:00,6.58,3.78
DEL00798,ORD03255,RID005,2023-04-26 06:57:00,2023-04-26 07:30:00,3.58,9.71
DEL00799,ORD03263,RID007,2023-04-26 13:44:00,2023-04-26 14:20:00,4.44,5.96
DEL00800,ORD03265,RID009,2023-04-26 16:18:00,2023-04-26 16:44:00,4.8,1.93
DEL00801,ORD03267,RID006,2023-04-26 18:12:00,2023-04-26 18:45:00,18.47,7.22
DEL00802,ORD03275,RID002,2023-04-26 22:29:00,2023-04-26 22:55:00,5.12,4.91
DEL00803,ORD03280,RID006,2023-04-27 02:26:00,2023-04-27 02:48:00,18.94,10.72
DEL00804,ORD03284,RID002,2023-04-27 03:56:00,2023-04-27 04:16:00,9.37,2.02
DEL00805,ORD03289,RID014,2023-04-27 13:15:00,2023-04-27 13:47:00,8.01,12.75
DEL00806,ORD03291,RID022,2023-04-27 17:17:00,2023-04-27 17:56:00,12.18,8.07
DEL00807,ORD03294,RID004,2023-04-27 18:15:00,2023-04-27 18:57:00,10.17,12.8
DEL00808,ORD03295,RID012,2023-04-27 19:12:00,2023-04-27 19:28:00,1.78,7.93
DEL00809,ORD03297,RID007,2023-04-27 19:34:00,2023-04-27 19:59:00,14.89,5.16
DEL00810,ORD03303,RID002,2023-04-28 03:21:00,2023-04-28 03:46:00,2.67,13.07
DEL00811,ORD03304,RID012,2023-04-28 04:55:00,2023-04-28 05:39:00,19.1,9.79
DEL00812,ORD03309,RID014,2023-04-28 09:28:00,2023-04-28 09:48:00,17.88,6.29
DEL00813,ORD03315,RID002,2023-04-28 11:32:00,2023-04-28 12:17:00,11.9,0.43
DEL00814,ORD03322,RID011,2023-04-28 17:04:00,2023-04-28 17:20:00,18.19,7.34
DEL00815,ORD03332,RID001,2023-04-29 01:25:00,2023-04-29 01:42:00,17.55,1.06
DEL00816,ORD03334,RID025,2023-04-29 02:56:00,2023-04-29 03:19:00,13.72,9.16
DEL00817,ORD03336,RID025,2023-04-29 04:20:00,2023-04-29 04:50:00,2.33,0.15
DEL00818,ORD03338,RID022,2023-04-29 06:32:00,2023-04-29 06:59:00,18.52,6.65
DEL00819,ORD03344,RID010,2023-04-29 14:15:00,2023-04-29 14:56:00,17.99,12.59
DEL00820,ORD03346,RID018,2023-04-29 16:14:00,2023-04-29 16:37:00,5.4,5.42
DEL00821,ORD03351,RID014,2023-04-29 22:40:00,2023-04-29 23:19:00,9.04,10.27
DEL00822,ORD03352,RID022,2023-04-29 23:25:00,2023-04-29 23:49:00,19.19,13.82
DEL00823,ORD03356,RID024,2023-04-30 01:23:00,2023-04-30 01:40:00,18.21,4.63
DEL00824,ORD03357,RID007,2023-04-30 02:09:00,2023-04-30 02:34:00,4.42,0.85
DEL00825,ORD03358,RID015,2023-04-30 02:20:00,2023-04-30 03:05:00,9.05,12.87
DEL00826,ORD03363,RID020,2023-04-30 07:46:00,2023-04-30 08:26:00,4.07,13.61
DEL00827,ORD03366,RID020,2023-04-30 09:43:00,2023-04-30 10:06:00,14.6,9.14
DEL00828,ORD03368,RID005,2023-04-30 11:55:00,2023-04-30 12:26:00,15.12,10.31
DEL00829,ORD03369,RID022,2023-04-30 12:38:00,2023-04-30 13:09:00,15.16,3.56
DEL00830,ORD03374,RID001,2023-04-30 14:46:00,2023-04-30 15:21:00,3.85,11.2
DEL00831,ORD03375,RID010,2023-04-30 17:53:00,2023-04-30 18:24:00,8.55,3.06
DEL00832,ORD03381,RID021,2023-04-30 20:33:00,2023-04-30 21:18:00,15.16,11.28
DEL00833,ORD03382,RID009,2023-04-30 22:40:00,2023-04-30 22:55:00,12.99,10.3
DEL00834,ORD03385,RID022,2023-05-01 02:44:00,2023-05-01 03:11:00,9.56,12.94
DEL00835,ORD03386,RID016,2023-05-01 04:46:00,2023-05-01 05:14:00,19.79,6.4
DEL00836,ORD03390,RID002,2023-05-01 07:18:00,2023-05-01 07:47:00,5.52,2.72
DEL00837,ORD03392,RID020,2023-05-01 07:54:00,2023-05-01 08:17:00,15.17,4.54
DEL00838,ORD03395,RID008,2023-05-01 10:39:00,2023-05-01 11:00:00,6.6,6.8
DEL00839,ORD03398,RID020,2023-05-01 12:09:00,2023-05-01 12:54:00,10.61,9.65
DEL00840,ORD03404,RID009,2023-05-01 17:34:00,2023-05-01 18:11:00,11.73,2.01
DEL00841,ORD03406,RID012,2023-05-01 18:36:00,2023-05-01 18:53:00,18.1,3.82
DEL00842,ORD03407,RID024,2023-05-01 18:40:00,2023-05-01 18:59:00,10.7,8.74
DEL00843,ORD03408,RID021,2023-05-01 20:10:00,2023-05-01 20:40:00,13.03,13.54
DEL00844,ORD03411,RID014,2023-05-01 21:04:00,2023-05-01 21:26:00,18.6,8.45
DEL00845,ORD03416,RID011,2023-05-01 22:58:00,2023-05-01 23:41:00,9.42,10.73
DEL00846,ORD03418,RID025,2023-05-01 23:40:00,2023-05-02 00:03:00,17.6,12.74
DEL00847,ORD03419,RID006,2023-05-02 00:02:00,2023-05-02 00:34:00,11.26,1.65
DEL00848,ORD03420,RID005,2023-05-02 00:03:00,2023-05-02 00:38:00,7.71,13.35
DEL00849,ORD03425,RID007,2023-05-02 03:53:00,2023-05-02 04:13:00,13.54,11.51
DEL00850,ORD03433,RID023,2023-05-02 12:31:00,2023-05-02 12:49:00,18.22,4.59
DEL00851,ORD03431,RID019,2023-05-02 12:17:00,2023-05-02 12:55:00,16.24,0.11
DEL00852,ORD03435,RID007,2023-05-02 12:51:00,2023-05-02 13:15:00,2.8,10.39
DEL00853,ORD03438,RID022,2023-05-02 14:10:00,2023-05-02 14:46:00,3.95,7.84
DEL00854,ORD03440,RID021,2023-05-02 18:02:00,2023-05-02 18:33:00,17.54,12.57
DEL00855,ORD03446,RID013,2023-05-02 22:48:00,2023-05-02 23:12:00,19.14,14.7
DEL00856,ORD03453,RID024,2023-05-03 05:55:00,2023-05-03 06:39:00,9.92,8.75
DEL00857,ORD03457,RID020,2023-05-03 14:41:00,2023-05-03 14:56:00,18.75,1.36
DEL00858,ORD03458,RID020,2023-05-03 14:55:00,2023-05-03 15:38:00,4.49,5.14
DEL00859,ORD03460,RID001,2023-05-03 16:18:00,2023-05-03 16:41:00,8.9,5.07
DEL00860,ORD03467,RID010,2023-05-03 20:25:00,2023-05-03 20:48:00,14.75,1.66
DEL00861,ORD03470,RID012,2023-05-04 02:05:00,2023-05-04 02:35:00,2.84,14.44
DEL00862,ORD03473,RID023,2023-05-04 04:40:00,2023-05-04 05:02:00,7.82,7.97
DEL00863,ORD03476,RID019,2023-05-04 06:41:00,2023-05-04 06:58:00,3.05,5.8
DEL00864,ORD03478,RID015,2023-05-04 08:21:00,2023-05-04 08:49:00,12.88,2.63
DEL00865,ORD03483,RID020,2023-05-04 12:18:00,2023-05-04 12:51:00,9.39,5.53
DEL00866,ORD03485,RID022,2023-05-04 12:33:00,2023-05-04 13:06:00,3.26,4.84
DEL00867,ORD03489,RID015,2023-05-04 15:31:00,2023-05-04 15:50:00,5.74,12.4
DEL00868,ORD03492,RID005,2023-05-04 19:10:00,2023-05-04 19:40:00,7.38,6.7
DEL00869,ORD03491,RID011,2023-05-04 19:08:00,2023-05-04 19:51:00,17.43,10.98
DEL00870,ORD03499,RID010,2023-05-05 00:14:00,2023-05-05 00:31:00,13.05,14.28
DEL00871,ORD03502,RID021,2023-05-05 02:47:00,2023-05-05 03:32:00,15.49,10.99
DEL00872,ORD03505,RID021,2023-05-05 04:02:00,2023-05-05 04:34:00,9.8,3.99
